Name,File Name,Width,Height,Bit Depth,Size (bytes),Format
1.3.6.1.4.1.14519.5.2.1.47113073612541218076290966200824043762,E:/study/pythonProject/DCM/data/dcm\1-26.dcm,192,256,16,101290,MR Image Storage
