0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10294,7601,4379,2648,1925,1571,1408,1136,998,897,858,718,641,649,559,488,508,467,469,425,465,529,595,711,762,901,979,1048,1070,1149,1184,1120
