0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
4698,1305,1495,1664,1784,1856,1869,1992,1895,1882,1903,1797,1664,1543,1532,1548,1480,1421,1390,1284,1277,1261,1215,1103,1117,1159,1052,1028,1031,949,958,1000
