-24.0,-22.0,-21.0,-20.0,-18.0,-16.0,-14.0,-13.0,-12.0,-10.0,-8.0,-6.0,-5.0,-4.0,-3.0,-2.0,0.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,18.0,20.0,21.0,22.0,23.0,24.0,26.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,36.0,38.0,39.0,40.0,42.0,44.0,46.0,47.0,48.0,49.0,50.0,52.0,54.0,56.0,57.0,58.0
2.0,3.0,4.0,7.0,33.0,146.0,508.0,2261.0,4674.0,5969.0,9364.0,11618.0,8845.0,6476.0,817.0,22208.0,42032.0,42172.0,282.0,20161.0,24126.0,22977.0,38.0,26349.0,21273.0,282.0,11986.0,7967.0,7930.0,269.0,7218.0,4750.0,2577.0,1497.0,954.0,135.0,1266.0,1068.0,603.0,94.0,210.0,223.0,182.0,2.0,158.0,98.0,45.0,35.0,29.0,28.0,18.0,11.0,2.0,3.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0
