-30.0,-29.0,-28.0,-27.0,-26.0,-25.0,-24.0,-23.0,-22.0,-21.0,-20.0,-19.0,-18.0,-17.0,-16.0,-15.0,-14.0,-13.0,-12.0,-11.0,-10.0,-9.0,-8.0,-7.0,-6.0,-5.0,-4.0,-3.0,-2.0,-1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,43.0,44.0,45.0,46.0,47.0,49.0,50.0,51.0
2.0,1.0,1.0,1.0,3.0,5.0,6.0,19.0,22.0,186.0,299.0,990.0,2429.0,8477.0,9119.0,1476.0,2420.0,3679.0,4336.0,5249.0,6835.0,5908.0,3588.0,5379.0,14342.0,15650.0,21144.0,8648.0,16848.0,16762.0,26163.0,15289.0,18855.0,9591.0,7377.0,14585.0,9614.0,9244.0,6804.0,3171.0,7760.0,5066.0,4894.0,4141.0,3752.0,1283.0,2652.0,2701.0,2323.0,1531.0,568.0,1714.0,849.0,1513.0,1022.0,1082.0,314.0,423.0,643.0,615.0,388.0,82.0,595.0,241.0,548.0,149.0,182.0,21.0,50.0,129.0,60.0,46.0,33.0,10.0,36.0,9.0,25.0,20.0,7.0,6.0
