-56,-55,-53,-50,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,59,60,61,63,65,66,67,68,69,70,71,73,74,75,76,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,146,147,148,149,151,153,154,155,156,157,158,159,162,164,165,166,167,168,169,170,172,173,174,176,178,179,180,182,184,185,186,187,188,190,191,193,195,197,198,199,200,201,206,207,208,209
1,1,1,1,1,2,2,2,5,6,5,7,2,7,8,5,9,6,9,9,13,11,25,30,28,39,42,50,76,66,99,96,148,187,204,230,254,333,407,494,510,657,765,873,955,1010,1180,1375,1803,3139,18006,3167,1827,1450,1221,1104,959,793,713,637,528,490,359,295,286,243,207,175,123,117,87,98,80,48,54,33,39,32,27,24,8,12,7,15,15,5,8,5,4,3,4,2,3,4,6,3,1,3,3,2,1,2,4,2,6,3,1,1,2,1,1,2,3,1,2,2,1,4,3,1,1,3,2,1,4,6,7,2,5,7,11,2,4,3,6,8,5,4,1,6,10,3,7,2,3,11,5,7,4,4,6,5,9,6,3,6,5,7,6,3,3,6,4,6,7,6,4,4,4,3,5,1,2,6,1,1,3,6,2,2,5,5,2,1,2,1,4,6,1,4,3,3,4,1,3,4,3,2,2,1,2,1,1,3,3,1,1,3,3,2,2,1,1,2,1,1,1,1,2,4,2,1,2,2,1,3,2,2,1,1,2,1,1,2,1,1
