-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18
2,2,4,7,5,13,23,54,92,549,47146,556,157,98,68,50,37,31,21,15,9,5,5,5,1,3,1,1
