-10,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1,4,22,94,276,762,1615,3159,5733,24769,5782,3269,1667,798,287,95,43,24,14,15,12,4,4,5,10,8,8,8,10,8,4,8,20,31,42,56,70,79,55,40,27,11,4,6,1
