-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1,2,1,5,19,19,31,61,126,270,622,1228,2426,4045,30987,4014,2329,1185,565,294,149,61,46,19,20,13,10,7,6,7,6,22,25,19,17,24,24,21,24,21,20,16,13,14,13,11,10,10,8,10,6,4,5,8,5,3,3,7,5,6,3,4,5
