-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1,1,4,2,2,6,16,34,169,490,1221,2498,4450,6732,17241,6569,4491,2457,1144,472,147,33,16,11,15,4,4,6,9,5,2,5,2,7,3,9,17,19,51,72,92,113,115,86,61,33,16,3,4
