-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
4,13,51,151,780,3524,39567,3426,778,187,53,30,29,44,43,47,41,39,26,25,23,13,12,15,5,9,13,8,4
