-16,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
1,1,1,1,3,4,31,113,345,866,1932,3829,6652,20607,6723,3830,1997,852,309,105,31,17,18,11,25,13,12,13,13,8,12,9,15,11,10,21,22,35,53,74,84,88,65,39,34,15,10
